district_slug,crop_code,week_of_year,stage,risk_notes_en,risk_notes_ne
banke,wheat,3,vegetative,Cold spells and fog are common; irrigate at crown-root initiation (~21 days after sowing).,शीतलहर र कुहिरो सामान्य हो; छरेको करिब २१ दिनपछि (मुख्य जरा बन्ने बेला) सिँचाइ गर्नुहोस्।
banke,wheat,4,vegetative,Cold spells and fog are common; irrigate at crown-root initiation (~21 days after sowing).,शीतलहर र कुहिरो सामान्य हो; छरेको करिब २१ दिनपछि (मुख्य जरा बन्ने बेला) सिँचाइ गर्नुहोस्।
banke,wheat,5,vegetative,Cold spells and fog are common; irrigate at crown-root initiation (~21 days after sowing).,शीतलहर र कुहिरो सामान्य हो; छरेको करिब २१ दिनपछि (मुख्य जरा बन्ने बेला) सिँचाइ गर्नुहोस्।
banke,wheat,6,flowering,Watch for yellow rust after prolonged cool-humid weather; ensure irrigation at booting–heading.,लामो चिसो-ओसिलो मौसमपछि पहेँलो सिन्दुरे रोगको निगरानी गर्नुहोस्; बाला निस्कने बेला सिँचाइ सुनिश्चित गर्नुहोस्।
banke,wheat,7,flowering,Watch for yellow rust after prolonged cool-humid weather; ensure irrigation at booting–heading.,लामो चिसो-ओसिलो मौसमपछि पहेँलो सिन्दुरे रोगको निगरानी गर्नुहोस्; बाला निस्कने बेला सिँचाइ सुनिश्चित गर्नुहोस्।
banke,wheat,8,flowering,Watch for yellow rust after prolonged cool-humid weather; ensure irrigation at booting–heading.,लामो चिसो-ओसिलो मौसमपछि पहेँलो सिन्दुरे रोगको निगरानी गर्नुहोस्; बाला निस्कने बेला सिँचाइ सुनिश्चित गर्नुहोस्।
banke,wheat,9,flowering,Watch for yellow rust after prolonged cool-humid weather; ensure irrigation at booting–heading.,लामो चिसो-ओसिलो मौसमपछि पहेँलो सिन्दुरे रोगको निगरानी गर्नुहोस्; बाला निस्कने बेला सिँचाइ सुनिश्चित गर्नुहोस्।
banke,wheat,10,grain-fill,Rising March temperatures can force early maturity; terminal heat is the main yield risk in the Terai.,चैतको बढ्दो तापक्रमले बाली छिटो पाक्न सक्छ; अन्तिम चरणको गर्मी तराईमा उत्पादनको मुख्य जोखिम हो।
banke,wheat,11,grain-fill,Rising March temperatures can force early maturity; terminal heat is the main yield risk in the Terai.,चैतको बढ्दो तापक्रमले बाली छिटो पाक्न सक्छ; अन्तिम चरणको गर्मी तराईमा उत्पादनको मुख्य जोखिम हो।
banke,wheat,12,grain-fill,Rising March temperatures can force early maturity; terminal heat is the main yield risk in the Terai.,चैतको बढ्दो तापक्रमले बाली छिटो पाक्न सक्छ; अन्तिम चरणको गर्मी तराईमा उत्पादनको मुख्य जोखिम हो।
banke,wheat,13,harvest,Harvest before pre-monsoon thunderstorms (Chaitra); hailstorm risk peaks in late March–April.,मनसुनअघिको हावाहुरी (चैत) अघि कटानी गर्नुहोस्; चैत–वैशाखमा असिनाको जोखिम बढी हुन्छ।
banke,wheat,14,harvest,Harvest before pre-monsoon thunderstorms (Chaitra); hailstorm risk peaks in late March–April.,मनसुनअघिको हावाहुरी (चैत) अघि कटानी गर्नुहोस्; चैत–वैशाखमा असिनाको जोखिम बढी हुन्छ।
banke,wheat,15,harvest,Harvest before pre-monsoon thunderstorms (Chaitra); hailstorm risk peaks in late March–April.,मनसुनअघिको हावाहुरी (चैत) अघि कटानी गर्नुहोस्; चैत–वैशाखमा असिनाको जोखिम बढी हुन्छ।
banke,wheat,16,harvest,Harvest before pre-monsoon thunderstorms (Chaitra); hailstorm risk peaks in late March–April.,मनसुनअघिको हावाहुरी (चैत) अघि कटानी गर्नुहोस्; चैत–वैशाखमा असिनाको जोखिम बढी हुन्छ।
banke,wheat,17,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,wheat,18,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,wheat,19,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,wheat,20,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,21,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,22,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,23,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,24,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,25,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,26,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,27,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,28,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,29,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,30,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,31,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,32,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,33,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,34,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,35,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,36,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,37,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,38,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,39,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,40,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,41,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,42,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,43,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,44,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,wheat,45,land-prep,Prepare fields immediately after paddy harvest; residual moisture reduces first-irrigation need.,धान कटानीलगत्तै खेत तयार गर्नुहोस्; बाँकी चिस्यानले पहिलो सिँचाइको आवश्यकता घटाउँछ।
banke,wheat,46,land-prep,Prepare fields immediately after paddy harvest; residual moisture reduces first-irrigation need.,धान कटानीलगत्तै खेत तयार गर्नुहोस्; बाँकी चिस्यानले पहिलो सिँचाइको आवश्यकता घटाउँछ।
banke,wheat,47,sowing,Sow by early December — every week's delay after Mangsir cuts yield; use seed drill where available.,मंसिरको सुरुसम्ममा छर्नुहोस् — त्यसपछिको हरेक हप्ताको ढिलाइले उत्पादन घट्छ; सम्भव भए सिड ड्रिल प्रयोग गर्नुहोस्।
banke,wheat,48,sowing,Sow by early December — every week's delay after Mangsir cuts yield; use seed drill where available.,मंसिरको सुरुसम्ममा छर्नुहोस् — त्यसपछिको हरेक हप्ताको ढिलाइले उत्पादन घट्छ; सम्भव भए सिड ड्रिल प्रयोग गर्नुहोस्।
banke,wheat,49,sowing,Sow by early December — every week's delay after Mangsir cuts yield; use seed drill where available.,मंसिरको सुरुसम्ममा छर्नुहोस् — त्यसपछिको हरेक हप्ताको ढिलाइले उत्पादन घट्छ; सम्भव भए सिड ड्रिल प्रयोग गर्नुहोस्।
banke,wheat,50,sowing,Sow by early December — every week's delay after Mangsir cuts yield; use seed drill where available.,मंसिरको सुरुसम्ममा छर्नुहोस् — त्यसपछिको हरेक हप्ताको ढिलाइले उत्पादन घट्छ; सम्भव भए सिड ड्रिल प्रयोग गर्नुहोस्।
banke,wheat,51,vegetative,Cold spells and fog are common; irrigate at crown-root initiation (~21 days after sowing).,शीतलहर र कुहिरो सामान्य हो; छरेको करिब २१ दिनपछि (मुख्य जरा बन्ने बेला) सिँचाइ गर्नुहोस्।
banke,wheat,52,vegetative,Cold spells and fog are common; irrigate at crown-root initiation (~21 days after sowing).,शीतलहर र कुहिरो सामान्य हो; छरेको करिब २१ दिनपछि (मुख्य जरा बन्ने बेला) सिँचाइ गर्नुहोस्।
banke,maize,1,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,2,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,3,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,4,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,5,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,6,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,7,land-prep,Ensure good tilth for spring maize; residual winter moisture helps germination.,वसन्ते मकैका लागि माटो राम्रोसँग बुझाउनुहोस्; हिउँदे चिस्यानले उमारमा मद्दत गर्छ।
banke,maize,8,land-prep,Ensure good tilth for spring maize; residual winter moisture helps germination.,वसन्ते मकैका लागि माटो राम्रोसँग बुझाउनुहोस्; हिउँदे चिस्यानले उमारमा मद्दत गर्छ।
banke,maize,9,sowing,Sow when soil temperature is rising (Feb–Mar); protect seed from birds and cutworms.,माटोको तापक्रम बढ्दै गर्दा (फागुन–चैत) छर्नुहोस्; चरा र फेदकटुवा कीराबाट बीउ जोगाउनुहोस्।
banke,maize,10,sowing,Sow when soil temperature is rising (Feb–Mar); protect seed from birds and cutworms.,माटोको तापक्रम बढ्दै गर्दा (फागुन–चैत) छर्नुहोस्; चरा र फेदकटुवा कीराबाट बीउ जोगाउनुहोस्।
banke,maize,11,sowing,Sow when soil temperature is rising (Feb–Mar); protect seed from birds and cutworms.,माटोको तापक्रम बढ्दै गर्दा (फागुन–चैत) छर्नुहोस्; चरा र फेदकटुवा कीराबाट बीउ जोगाउनुहोस्।
banke,maize,12,sowing,Sow when soil temperature is rising (Feb–Mar); protect seed from birds and cutworms.,माटोको तापक्रम बढ्दै गर्दा (फागुन–चैत) छर्नुहोस्; चरा र फेदकटुवा कीराबाट बीउ जोगाउनुहोस्।
banke,maize,13,vegetative,Pre-monsoon dry spells: irrigate at knee-high stage; fall armyworm scouting every week.,मनसुनअघिको खडेरी: घुँडा उचाइमा सिँचाइ गर्नुहोस्; अमेरिकी फौजी कीराको साप्ताहिक निगरानी गर्नुहोस्।
banke,maize,14,vegetative,Pre-monsoon dry spells: irrigate at knee-high stage; fall armyworm scouting every week.,मनसुनअघिको खडेरी: घुँडा उचाइमा सिँचाइ गर्नुहोस्; अमेरिकी फौजी कीराको साप्ताहिक निगरानी गर्नुहोस्।
banke,maize,15,vegetative,Pre-monsoon dry spells: irrigate at knee-high stage; fall armyworm scouting every week.,मनसुनअघिको खडेरी: घुँडा उचाइमा सिँचाइ गर्नुहोस्; अमेरिकी फौजी कीराको साप्ताहिक निगरानी गर्नुहोस्।
banke,maize,16,vegetative,Pre-monsoon dry spells: irrigate at knee-high stage; fall armyworm scouting every week.,मनसुनअघिको खडेरी: घुँडा उचाइमा सिँचाइ गर्नुहोस्; अमेरिकी फौजी कीराको साप्ताहिक निगरानी गर्नुहोस्।
banke,maize,17,vegetative,Pre-monsoon dry spells: irrigate at knee-high stage; fall armyworm scouting every week.,मनसुनअघिको खडेरी: घुँडा उचाइमा सिँचाइ गर्नुहोस्; अमेरिकी फौजी कीराको साप्ताहिक निगरानी गर्नुहोस्।
banke,maize,18,vegetative,Pre-monsoon dry spells: irrigate at knee-high stage; fall armyworm scouting every week.,मनसुनअघिको खडेरी: घुँडा उचाइमा सिँचाइ गर्नुहोस्; अमेरिकी फौजी कीराको साप्ताहिक निगरानी गर्नुहोस्।
banke,maize,19,flowering,Tasseling–silking is the most drought-sensitive window; a single missed irrigation can halve yield.,जुँगा निस्कने बेला खडेरीप्रति सबैभन्दा संवेदनशील समय हो; एक पटक सिँचाइ छुटे उत्पादन आधा घट्न सक्छ।
banke,maize,20,flowering,Tasseling–silking is the most drought-sensitive window; a single missed irrigation can halve yield.,जुँगा निस्कने बेला खडेरीप्रति सबैभन्दा संवेदनशील समय हो; एक पटक सिँचाइ छुटे उत्पादन आधा घट्न सक्छ।
banke,maize,21,flowering,Tasseling–silking is the most drought-sensitive window; a single missed irrigation can halve yield.,जुँगा निस्कने बेला खडेरीप्रति सबैभन्दा संवेदनशील समय हो; एक पटक सिँचाइ छुटे उत्पादन आधा घट्न सक्छ।
banke,maize,22,grain-fill,Early monsoon storms can lodge tall crops; earth-up rows for anchorage.,मनसुन सुरुका हुरीले अग्लो बाली ढाल्न सक्छ; बोटलाई माटो चढाउनुहोस्।
banke,maize,23,grain-fill,Early monsoon storms can lodge tall crops; earth-up rows for anchorage.,मनसुन सुरुका हुरीले अग्लो बाली ढाल्न सक्छ; बोटलाई माटो चढाउनुहोस्।
banke,maize,24,grain-fill,Early monsoon storms can lodge tall crops; earth-up rows for anchorage.,मनसुन सुरुका हुरीले अग्लो बाली ढाल्न सक्छ; बोटलाई माटो चढाउनुहोस्।
banke,maize,25,harvest,Harvest before peak monsoon; dry cobs to below 14% moisture to avoid aflatoxin.,मनसुन चरममा पुग्नुअघि भित्र्याउनुहोस्; ढुसी (एफ्लाटक्सिन) बाट जोगाउन घोगा १४% भन्दा कम चिस्यानसम्म सुकाउनुहोस्।
banke,maize,26,harvest,Harvest before peak monsoon; dry cobs to below 14% moisture to avoid aflatoxin.,मनसुन चरममा पुग्नुअघि भित्र्याउनुहोस्; ढुसी (एफ्लाटक्सिन) बाट जोगाउन घोगा १४% भन्दा कम चिस्यानसम्म सुकाउनुहोस्।
banke,maize,27,harvest,Harvest before peak monsoon; dry cobs to below 14% moisture to avoid aflatoxin.,मनसुन चरममा पुग्नुअघि भित्र्याउनुहोस्; ढुसी (एफ्लाटक्सिन) बाट जोगाउन घोगा १४% भन्दा कम चिस्यानसम्म सुकाउनुहोस्।
banke,maize,28,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,maize,29,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,maize,30,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,maize,31,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,32,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,33,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,34,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,35,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,36,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,37,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,38,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,39,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,40,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,41,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,42,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,43,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,44,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,45,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,46,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,47,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,48,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,49,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,50,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,51,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,maize,52,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,1,grain-fill,Unseasonal winter rain causes pod shattering and disease; drain standing water quickly.,बेमौसमी हिउँदे वर्षाले कोसा फुट्ने र रोग लाग्ने हुन्छ; जमेको पानी तुरुन्त निकास गर्नुहोस्।
banke,mustard,2,grain-fill,Unseasonal winter rain causes pod shattering and disease; drain standing water quickly.,बेमौसमी हिउँदे वर्षाले कोसा फुट्ने र रोग लाग्ने हुन्छ; जमेको पानी तुरुन्त निकास गर्नुहोस्।
banke,mustard,3,grain-fill,Unseasonal winter rain causes pod shattering and disease; drain standing water quickly.,बेमौसमी हिउँदे वर्षाले कोसा फुट्ने र रोग लाग्ने हुन्छ; जमेको पानी तुरुन्त निकास गर्नुहोस्।
banke,mustard,4,harvest,Harvest when 75% pods turn yellow-brown; over-drying in field shatters seed.,७५% कोसा पहेँलो-खैरो भएपछि काट्नुहोस्; खेतमै धेरै सुकाए बीउ झर्छ।
banke,mustard,5,harvest,Harvest when 75% pods turn yellow-brown; over-drying in field shatters seed.,७५% कोसा पहेँलो-खैरो भएपछि काट्नुहोस्; खेतमै धेरै सुकाए बीउ झर्छ।
banke,mustard,6,harvest,Harvest when 75% pods turn yellow-brown; over-drying in field shatters seed.,७५% कोसा पहेँलो-खैरो भएपछि काट्नुहोस्; खेतमै धेरै सुकाए बीउ झर्छ।
banke,mustard,7,harvest,Harvest when 75% pods turn yellow-brown; over-drying in field shatters seed.,७५% कोसा पहेँलो-खैरो भएपछि काट्नुहोस्; खेतमै धेरै सुकाए बीउ झर्छ।
banke,mustard,8,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,mustard,9,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,mustard,10,post-harvest,"Dry, grade and store produce properly; hermetic bags reduce storage pest losses.","उपज राम्ररी सुकाएर, छानेर भण्डारण गर्नुहोस्; हावा नछिर्ने बोराले भण्डारण कीराको क्षति घटाउँछ।"
banke,mustard,11,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,12,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,13,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,14,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,15,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,16,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,17,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,18,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,19,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,20,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,21,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,22,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,23,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,24,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,25,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,26,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,27,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
banke,mustard,28,fallow,"Field resting period — good time for green manuring, soil testing and bund repair.","खेत बाँझो रहने समय — हरियो मल, माटो परीक्षण र आली मर्मतका लागि उपयुक्त समय।"
